"","Country.Region","Date","Confirmed","Deaths","Recovered","Active"
"1","Afghanistan","22/1/2020",0,0,0,0
"2","Albania","22/1/2020",0,0,0,0
"3","Algeria","22/1/2020",0,0,0,0
"4","Andorra","22/1/2020",0,0,0,0
"5","Angola","22/1/2020",0,0,0,0
"6","Antigua and Barbuda","22/1/2020",0,0,0,0
"7","Argentina","22/1/2020",0,0,0,0
"8","Armenia","22/1/2020",0,0,0,0
"9","Australia","22/1/2020",0,0,0,0
"14","Australia","22/1/2020",0,0,0,0
"15","Australia","22/1/2020",0,0,0,0
"16","Australia","22/1/2020",0,0,0,0
"17","Austria","22/1/2020",0,0,0,0
"18","Azerbaijan","22/1/2020",0,0,0,0
"19","Bahamas","22/1/2020",0,0,0,0
"20","Bahrain","22/1/2020",0,0,0,0
"21","Bangladesh","22/1/2020",0,0,0,0
"22","Barbados","22/1/2020",0,0,0,0
"23","Belarus","22/1/2020",0,0,0,0
"24","Belgium","22/1/2020",0,0,0,0
"25","Benin","22/1/2020",0,0,0,0
"26","Bhutan","22/1/2020",0,0,0,0
"27","Bolivia","22/1/2020",0,0,0,0
"28","Bosnia and Herzegovina","22/1/2020",0,0,0,0
"29","Brazil","22/1/2020",0,0,0,0
"30","Brunei","22/1/2020",0,0,0,0
"31","Bulgaria","22/1/2020",0,0,0,0
"32","Burkina Faso","22/1/2020",0,0,0,0
"33","Cabo Verde","22/1/2020",0,0,0,0
"34","Cambodia","22/1/2020",0,0,0,0
"35","Cameroon","22/1/2020",0,0,0,0
"36","Canada","22/1/2020",0,0,0,0
"37","Canada","22/1/2020",0,0,0,0
"38","Canada","22/1/2020",0,0,0,0
"39","Canada","22/1/2020",0,0,0,0
"40","Canada","22/1/2020",0,0,0,0
"41","Canada","22/1/2020",0,0,0,0
"42","Canada","22/1/2020",0,0,0,0
"43","Canada","22/1/2020",0,0,0,0
"44","Canada","22/1/2020",0,0,0,0
"45","Canada","22/1/2020",0,0,0,0
"46","Central African Republic","22/1/2020",0,0,0,0
"47","Chad","22/1/2020",0,0,0,0
"48","Chile","22/1/2020",0,0,0,0
"49","China","22/1/2020",1,0,0,1
"50","China","22/1/2020",14,0,0,14
"51","China","22/1/2020",6,0,0,6
"52","China","22/1/2020",1,0,0,1
"53","China","22/1/2020",0,0,0,0
"54","China","22/1/2020",26,0,0,26
"55","China","22/1/2020",2,0,0,2
"56","China","22/1/2020",1,0,0,1
"57","China","22/1/2020",4,0,0,4
"58","China","22/1/2020",1,0,0,1
"59","China","22/1/2020",0,0,0,0
"60","China","22/1/2020",5,0,0,5
"61","China","22/1/2020",0,0,0,0
"62","China","22/1/2020",444,17,28,399
"63","China","22/1/2020",4,0,0,4
"64","China","22/1/2020",0,0,0,0
"65","China","22/1/2020",1,0,0,1
"66","China","22/1/2020",2,0,0,2
"67","China","22/1/2020",0,0,0,0
"68","China","22/1/2020",2,0,0,2
"69","China","22/1/2020",1,0,0,1
"70","China","22/1/2020",1,0,0,1
"71","China","22/1/2020",0,0,0,0
"72","China","22/1/2020",0,0,0,0
"73","China","22/1/2020",2,0,0,2
"74","China","22/1/2020",9,0,0,9
"75","China","22/1/2020",1,0,0,1
"76","China","22/1/2020",5,0,0,5
"77","China","22/1/2020",4,0,0,4
"78","China","22/1/2020",0,0,0,0
"79","China","22/1/2020",0,0,0,0
"80","China","22/1/2020",1,0,0,1
"81","China","22/1/2020",10,0,0,10
"82","Colombia","22/1/2020",0,0,0,0
"83","Congo (Brazzaville)","22/1/2020",0,0,0,0
"84","Congo (Kinshasa)","22/1/2020",0,0,0,0
"85","Costa Rica","22/1/2020",0,0,0,0
"86","Cote d'Ivoire","22/1/2020",0,0,0,0
"87","Croatia","22/1/2020",0,0,0,0
"88","Cuba","22/1/2020",0,0,0,0
"89","Cyprus","22/1/2020",0,0,0,0
"90","Czechia","22/1/2020",0,0,0,0
"91","Denmark","22/1/2020",0,0,0,0
"92","Greenland","22/1/2020",0,0,0,0
"93","Denmark","22/1/2020",0,0,0,0
"94","Djibouti","22/1/2020",0,0,0,0
"95","Dominican Republic","22/1/2020",0,0,0,0
"96","Ecuador","22/1/2020",0,0,0,0
"97","Egypt","22/1/2020",0,0,0,0
"98","El Salvador","22/1/2020",0,0,0,0
"99","Equatorial Guinea","22/1/2020",0,0,0,0
"100","Eritrea","22/1/2020",0,0,0,0
"101","Estonia","22/1/2020",0,0,0,0
"102","Eswatini","22/1/2020",0,0,0,0
"103","Ethiopia","22/1/2020",0,0,0,0
"104","Fiji","22/1/2020",0,0,0,0
"105","Finland","22/1/2020",0,0,0,0
"106","France","22/1/2020",0,0,0,0
"107","France","22/1/2020",0,0,0,0
"108","France","22/1/2020",0,0,0,0
"109","France","22/1/2020",0,0,0,0
"110","France","22/1/2020",0,0,0,0
"111","France","22/1/2020",0,0,0,0
"112","France","22/1/2020",0,0,0,0
"113","France","22/1/2020",0,0,0,0
"114","France","22/1/2020",0,0,0,0
"115","France","22/1/2020",0,0,0,0
"116","Gabon","22/1/2020",0,0,0,0
"117","Gambia","22/1/2020",0,0,0,0
"118","Georgia","22/1/2020",0,0,0,0
"119","Germany","22/1/2020",0,0,0,0
"120","Ghana","22/1/2020",0,0,0,0
"121","Greece","22/1/2020",0,0,0,0
"122","Guatemala","22/1/2020",0,0,0,0
"123","Guinea","22/1/2020",0,0,0,0
"124","Guyana","22/1/2020",0,0,0,0
"125","Haiti","22/1/2020",0,0,0,0
"126","Holy See","22/1/2020",0,0,0,0
"127","Honduras","22/1/2020",0,0,0,0
"128","Hungary","22/1/2020",0,0,0,0
"129","Iceland","22/1/2020",0,0,0,0
"130","India","22/1/2020",0,0,0,0
"131","Indonesia","22/1/2020",0,0,0,0
"132","Iran","22/1/2020",0,0,0,0
"133","Iraq","22/1/2020",0,0,0,0
"134","Ireland","22/1/2020",0,0,0,0
"135","Israel","22/1/2020",0,0,0,0
"136","Italy","22/1/2020",0,0,0,0
"137","Jamaica","22/1/2020",0,0,0,0
"138","Japan","22/1/2020",2,0,0,2
"139","Jordan","22/1/2020",0,0,0,0
"140","Kazakhstan","22/1/2020",0,0,0,0
"141","Kenya","22/1/2020",0,0,0,0
"142","South Korea","22/1/2020",1,0,0,1
"143","Kuwait","22/1/2020",0,0,0,0
"144","Kyrgyzstan","22/1/2020",0,0,0,0
"145","Latvia","22/1/2020",0,0,0,0
"146","Lebanon","22/1/2020",0,0,0,0
"147","Liberia","22/1/2020",0,0,0,0
"148","Liechtenstein","22/1/2020",0,0,0,0
"149","Lithuania","22/1/2020",0,0,0,0
"150","Luxembourg","22/1/2020",0,0,0,0
"151","Madagascar","22/1/2020",0,0,0,0
"152","Malaysia","22/1/2020",0,0,0,0
"153","Maldives","22/1/2020",0,0,0,0
"154","Malta","22/1/2020",0,0,0,0
"155","Mauritania","22/1/2020",0,0,0,0
"156","Mauritius","22/1/2020",0,0,0,0
"157","Mexico","22/1/2020",0,0,0,0
"158","Moldova","22/1/2020",0,0,0,0
"159","Monaco","22/1/2020",0,0,0,0
"160","Mongolia","22/1/2020",0,0,0,0
"161","Montenegro","22/1/2020",0,0,0,0
"162","Morocco","22/1/2020",0,0,0,0
"163","Namibia","22/1/2020",0,0,0,0
"164","Nepal","22/1/2020",0,0,0,0
"165","Netherlands","22/1/2020",0,0,0,0
"166","Netherlands","22/1/2020",0,0,0,0
"167","Netherlands","22/1/2020",0,0,0,0
"168","Netherlands","22/1/2020",0,0,0,0
"169","New Zealand","22/1/2020",0,0,0,0
"170","Nicaragua","22/1/2020",0,0,0,0
"171","Niger","22/1/2020",0,0,0,0
"172","Nigeria","22/1/2020",0,0,0,0
"173","North Macedonia","22/1/2020",0,0,0,0
"174","Norway","22/1/2020",0,0,0,0
"175","Oman","22/1/2020",0,0,0,0
"176","Pakistan","22/1/2020",0,0,0,0
"177","Panama","22/1/2020",0,0,0,0
"178","Papua New Guinea","22/1/2020",0,0,0,0
"179","Paraguay","22/1/2020",0,0,0,0
"180","Peru","22/1/2020",0,0,0,0
"181","Philippines","22/1/2020",0,0,0,0
"182","Poland","22/1/2020",0,0,0,0
"183","Portugal","22/1/2020",0,0,0,0
"184","Qatar","22/1/2020",0,0,0,0
"185","Romania","22/1/2020",0,0,0,0
"186","Russia","22/1/2020",0,0,0,0
"187","Rwanda","22/1/2020",0,0,0,0
"188","Saint Lucia","22/1/2020",0,0,0,0
"189","Saint Vincent and the Grenadines","22/1/2020",0,0,0,0
"190","San Marino","22/1/2020",0,0,0,0
"191","Saudi Arabia","22/1/2020",0,0,0,0
"192","Senegal","22/1/2020",0,0,0,0
"193","Serbia","22/1/2020",0,0,0,0
"194","Seychelles","22/1/2020",0,0,0,0
"195","Singapore","22/1/2020",0,0,0,0
"196","Slovakia","22/1/2020",0,0,0,0
"197","Slovenia","22/1/2020",0,0,0,0
"198","Somalia","22/1/2020",0,0,0,0
"199","South Africa","22/1/2020",0,0,0,0
"200","Spain","22/1/2020",0,0,0,0
"201","Sri Lanka","22/1/2020",0,0,0,0
"202","Sudan","22/1/2020",0,0,0,0
"203","Suriname","22/1/2020",0,0,0,0
"204","Sweden","22/1/2020",0,0,0,0
"205","Switzerland","22/1/2020",0,0,0,0
"206","Taiwan*","22/1/2020",1,0,0,1
"207","Tanzania","22/1/2020",0,0,0,0
"208","Thailand","22/1/2020",2,0,0,2
"209","Togo","22/1/2020",0,0,0,0
"210","Trinidad and Tobago","22/1/2020",0,0,0,0
"211","Tunisia","22/1/2020",0,0,0,0
"212","Turkey","22/1/2020",0,0,0,0
"213","Uganda","22/1/2020",0,0,0,0
"214","Ukraine","22/1/2020",0,0,0,0
"215","United Arab Emirates","22/1/2020",0,0,0,0
"216","United Kingdom","22/1/2020",0,0,0,0
"217","United Kingdom","22/1/2020",0,0,0,0
"218","United Kingdom","22/1/2020",0,0,0,0
"219","United Kingdom","22/1/2020",0,0,0,0
"220","United Kingdom","22/1/2020",0,0,0,0
"221","United Kingdom","22/1/2020",0,0,0,0
"222","United Kingdom","22/1/2020",0,0,0,0
"223","Uruguay","22/1/2020",0,0,0,0
"224","US","22/1/2020",1,0,0,1
"225","Uzbekistan","22/1/2020",0,0,0,0
"226","Venezuela","22/1/2020",0,0,0,0
"227","Vietnam","22/1/2020",0,0,0,0
"228","Zambia","22/1/2020",0,0,0,0
"229","Zimbabwe","22/1/2020",0,0,0,0
"230","Dominica","22/1/2020",0,0,0,0
"231","Grenada","22/1/2020",0,0,0,0
"232","Mozambique","22/1/2020",0,0,0,0
"233","Syria","22/1/2020",0,0,0,0
"234","Timor-Leste","22/1/2020",0,0,0,0
"235","Belize","22/1/2020",0,0,0,0
"236","Laos","22/1/2020",0,0,0,0
"237","Libya","22/1/2020",0,0,0,0
"238","West Bank and Gaza","22/1/2020",0,0,0,0
"239","Guinea-Bissau","22/1/2020",0,0,0,0
"240","Mali","22/1/2020",0,0,0,0
"241","Saint Kitts and Nevis","22/1/2020",0,0,0,0
"242","Canada","22/1/2020",0,0,0,0
"243","Canada","22/1/2020",0,0,0,0
"244","Kosovo","22/1/2020",0,0,0,0
"245","Burma","22/1/2020",0,0,0,0
"246","United Kingdom","22/1/2020",0,0,0,0
"247","United Kingdom","22/1/2020",0,0,0,0
"248","United Kingdom","22/1/2020",0,0,0,0
"249","Botswana","22/1/2020",0,0,0,0
"250","Burundi","22/1/2020",0,0,0,0
"251","Sierra Leone","22/1/2020",0,0,0,0
"252","Malawi","22/1/2020",0,0,0,0
"253","United Kingdom","22/1/2020",0,0,0,0
"254","France","22/1/2020",0,0,0,0
"255","South Sudan","22/1/2020",0,0,0,0
"256","Western Sahara","22/1/2020",0,0,0,0
"257","Sao Tome and Principe","22/1/2020",0,0,0,0
"258","Yemen","22/1/2020",0,0,0,0
"259","Comoros","22/1/2020",0,0,0,0
"260","Tajikistan","22/1/2020",0,0,0,0
"261","Lesotho","22/1/2020",0,0,0,0
"262","Afghanistan","23/1/2020",0,0,0,0
"263","Albania","23/1/2020",0,0,0,0
"264","Algeria","23/1/2020",0,0,0,0
"265","Andorra","23/1/2020",0,0,0,0
"266","Angola","23/1/2020",0,0,0,0
"267","Antigua and Barbuda","23/1/2020",0,0,0,0
"268","Argentina","23/1/2020",0,0,0,0
"269","Armenia","23/1/2020",0,0,0,0
"270","Australia","23/1/2020",0,0,0,0
"271","Australia","23/1/2020",0,0,0,0
"272","Australia","23/1/2020",0,0,0,0
"273","Australia","23/1/2020",0,0,0,0
"274","Australia","23/1/2020",0,0,0,0
"275","Australia","23/1/2020",0,0,0,0
"276","Australia","23/1/2020",0,0,0,0
"277","Australia","23/1/2020",0,0,0,0
"278","Austria","23/1/2020",0,0,0,0
"279","Azerbaijan","23/1/2020",0,0,0,0
"280","Bahamas","23/1/2020",0,0,0,0
"281","Bahrain","23/1/2020",0,0,0,0
"282","Bangladesh","23/1/2020",0,0,0,0
"283","Barbados","23/1/2020",0,0,0,0
"284","Belarus","23/1/2020",0,0,0,0
"285","Belgium","23/1/2020",0,0,0,0
"286","Benin","23/1/2020",0,0,0,0
"287","Bhutan","23/1/2020",0,0,0,0
"288","Bolivia","23/1/2020",0,0,0,0
"289","Bosnia and Herzegovina","23/1/2020",0,0,0,0
"290","Brazil","23/1/2020",0,0,0,0
"291","Brunei","23/1/2020",0,0,0,0
"292","Bulgaria","23/1/2020",0,0,0,0
"293","Burkina Faso","23/1/2020",0,0,0,0
"294","Cabo Verde","23/1/2020",0,0,0,0
"295","Cambodia","23/1/2020",0,0,0,0
"296","Cameroon","23/1/2020",0,0,0,0
"297","Canada","23/1/2020",0,0,0,0
"298","Canada","23/1/2020",0,0,0,0
"299","Canada","23/1/2020",0,0,0,0
"300","Canada","23/1/2020",0,0,0,0
"301","Canada","23/1/2020",0,0,0,0
"302","Canada","23/1/2020",0,0,0,0
"303","Canada","23/1/2020",0,0,0,0
"304","Canada","23/1/2020",0,0,0,0
"305","Canada","23/1/2020",0,0,0,0
"306","Canada","23/1/2020",0,0,0,0
"307","Central African Republic","23/1/2020",0,0,0,0
"308","Chad","23/1/2020",0,0,0,0
"309","Chile","23/1/2020",0,0,0,0
"310","China","23/1/2020",9,0,0,9
"311","China","23/1/2020",22,0,0,22
"312","China","23/1/2020",9,0,0,9
"313","China","23/1/2020",5,0,0,5
"314","China","23/1/2020",2,0,0,2
"315","China","23/1/2020",32,0,2,30
"316","China","23/1/2020",5,0,0,5
"317","China","23/1/2020",3,0,0,3
"318","China","23/1/2020",5,0,0,5
"319","China","23/1/2020",1,1,0,0
"320","China","23/1/2020",2,0,0,2
"321","China","23/1/2020",5,0,0,5
"322","China","23/1/2020",2,0,0,2
"323","China","23/1/2020",444,17,28,399
"324","China","23/1/2020",9,0,0,9
"325","China","23/1/2020",0,0,0,0
"326","China","23/1/2020",5,0,0,5
"327","China","23/1/2020",7,0,0,7
"328","China","23/1/2020",1,0,0,1
"329","China","23/1/2020",3,0,0,3
"330","China","23/1/2020",2,0,0,2
"331","China","23/1/2020",1,0,0,1
"332","China","23/1/2020",0,0,0,0
"333","China","23/1/2020",3,0,0,3
"334","China","23/1/2020",6,0,0,6
"335","China","23/1/2020",16,0,0,16
"336","China","23/1/2020",1,0,0,1
"337","China","23/1/2020",8,0,0,8
"338","China","23/1/2020",4,0,0,4
"339","China","23/1/2020",0,0,0,0
"340","China","23/1/2020",2,0,0,2
"341","China","23/1/2020",2,0,0,2
"342","China","23/1/2020",27,0,0,27
"343","Colombia","23/1/2020",0,0,0,0
"344","Congo (Brazzaville)","23/1/2020",0,0,0,0
"345","Congo (Kinshasa)","23/1/2020",0,0,0,0
"346","Costa Rica","23/1/2020",0,0,0,0
"347","Cote d'Ivoire","23/1/2020",0,0,0,0
"348","Croatia","23/1/2020",0,0,0,0
"349","Cuba","23/1/2020",0,0,0,0
"350","Cyprus","23/1/2020",0,0,0,0
"351","Czechia","23/1/2020",0,0,0,0
"352","Denmark","23/1/2020",0,0,0,0
"353","Greenland","23/1/2020",0,0,0,0
"354","Denmark","23/1/2020",0,0,0,0
"355","Djibouti","23/1/2020",0,0,0,0
"356","Dominican Republic","23/1/2020",0,0,0,0
"357","Ecuador","23/1/2020",0,0,0,0
"358","Egypt","23/1/2020",0,0,0,0
"359","El Salvador","23/1/2020",0,0,0,0
"360","Equatorial Guinea","23/1/2020",0,0,0,0
"361","Eritrea","23/1/2020",0,0,0,0
"362","Estonia","23/1/2020",0,0,0,0
"363","Eswatini","23/1/2020",0,0,0,0
"364","Ethiopia","23/1/2020",0,0,0,0
"365","Fiji","23/1/2020",0,0,0,0
"366","Finland","23/1/2020",0,0,0,0
"367","France","23/1/2020",0,0,0,0
"368","France","23/1/2020",0,0,0,0
"369","France","23/1/2020",0,0,0,0
"370","France","23/1/2020",0,0,0,0
"371","France","23/1/2020",0,0,0,0
"372","France","23/1/2020",0,0,0,0
"373","France","23/1/2020",0,0,0,0
"374","France","23/1/2020",0,0,0,0
"375","France","23/1/2020",0,0,0,0
"376","France","23/1/2020",0,0,0,0
"377","Gabon","23/1/2020",0,0,0,0
"378","Gambia","23/1/2020",0,0,0,0
"379","Georgia","23/1/2020",0,0,0,0
"380","Germany","23/1/2020",0,0,0,0
"381","Ghana","23/1/2020",0,0,0,0
"382","Greece","23/1/2020",0,0,0,0
"383","Guatemala","23/1/2020",0,0,0,0
"384","Guinea","23/1/2020",0,0,0,0
"385","Guyana","23/1/2020",0,0,0,0
"386","Haiti","23/1/2020",0,0,0,0
"387","Holy See","23/1/2020",0,0,0,0
"388","Honduras","23/1/2020",0,0,0,0
"389","Hungary","23/1/2020",0,0,0,0
"390","Iceland","23/1/2020",0,0,0,0
"391","India","23/1/2020",0,0,0,0
"392","Indonesia","23/1/2020",0,0,0,0
"393","Iran","23/1/2020",0,0,0,0
"394","Iraq","23/1/2020",0,0,0,0
"395","Ireland","23/1/2020",0,0,0,0
"396","Israel","23/1/2020",0,0,0,0
"397","Italy","23/1/2020",0,0,0,0
"398","Jamaica","23/1/2020",0,0,0,0
"399","Japan","23/1/2020",2,0,0,2
"400","Jordan","23/1/2020",0,0,0,0
"401","Kazakhstan","23/1/2020",0,0,0,0
"402","Kenya","23/1/2020",0,0,0,0
"403","South Korea","23/1/2020",1,0,0,1
"404","Kuwait","23/1/2020",0,0,0,0
"405","Kyrgyzstan","23/1/2020",0,0,0,0
"406","Latvia","23/1/2020",0,0,0,0
"407","Lebanon","23/1/2020",0,0,0,0
"408","Liberia","23/1/2020",0,0,0,0
"409","Liechtenstein","23/1/2020",0,0,0,0
"410","Lithuania","23/1/2020",0,0,0,0
"411","Luxembourg","23/1/2020",0,0,0,0
"412","Madagascar","23/1/2020",0,0,0,0
"413","Malaysia","23/1/2020",0,0,0,0
"414","Maldives","23/1/2020",0,0,0,0
"415","Malta","23/1/2020",0,0,0,0
"416","Mauritania","23/1/2020",0,0,0,0
"417","Mauritius","23/1/2020",0,0,0,0
"418","Mexico","23/1/2020",0,0,0,0
"419","Moldova","23/1/2020",0,0,0,0
"420","Monaco","23/1/2020",0,0,0,0
"421","Mongolia","23/1/2020",0,0,0,0
"422","Montenegro","23/1/2020",0,0,0,0
"423","Morocco","23/1/2020",0,0,0,0
"424","Namibia","23/1/2020",0,0,0,0
"425","Nepal","23/1/2020",0,0,0,0
"426","Netherlands","23/1/2020",0,0,0,0
"427","Netherlands","23/1/2020",0,0,0,0
"428","Netherlands","23/1/2020",0,0,0,0
"429","Netherlands","23/1/2020",0,0,0,0
"430","New Zealand","23/1/2020",0,0,0,0
"431","Nicaragua","23/1/2020",0,0,0,0
"432","Niger","23/1/2020",0,0,0,0
"433","Nigeria","23/1/2020",0,0,0,0
"434","North Macedonia","23/1/2020",0,0,0,0
"435","Norway","23/1/2020",0,0,0,0
"436","Oman","23/1/2020",0,0,0,0
"437","Pakistan","23/1/2020",0,0,0,0
"438","Panama","23/1/2020",0,0,0,0
"439","Papua New Guinea","23/1/2020",0,0,0,0
"440","Paraguay","23/1/2020",0,0,0,0
"441","Peru","23/1/2020",0,0,0,0
"442","Philippines","23/1/2020",0,0,0,0
"443","Poland","23/1/2020",0,0,0,0
"444","Portugal","23/1/2020",0,0,0,0
"445","Qatar","23/1/2020",0,0,0,0
"446","Romania","23/1/2020",0,0,0,0
"447","Russia","23/1/2020",0,0,0,0
"448","Rwanda","23/1/2020",0,0,0,0
"449","Saint Lucia","23/1/2020",0,0,0,0
"450","Saint Vincent and the Grenadines","23/1/2020",0,0,0,0
"451","San Marino","23/1/2020",0,0,0,0
"452","Saudi Arabia","23/1/2020",0,0,0,0
"453","Senegal","23/1/2020",0,0,0,0
"454","Serbia","23/1/2020",0,0,0,0
"455","Seychelles","23/1/2020",0,0,0,0
"456","Singapore","23/1/2020",1,0,0,1
"457","Slovakia","23/1/2020",0,0,0,0
"458","Slovenia","23/1/2020",0,0,0,0
"459","Somalia","23/1/2020",0,0,0,0
"460","South Africa","23/1/2020",0,0,0,0
"461","Spain","23/1/2020",0,0,0,0
"462","Sri Lanka","23/1/2020",0,0,0,0
"463","Sudan","23/1/2020",0,0,0,0
"464","Suriname","23/1/2020",0,0,0,0
"465","Sweden","23/1/2020",0,0,0,0
"466","Switzerland","23/1/2020",0,0,0,0
"467","Taiwan*","23/1/2020",1,0,0,1
"468","Tanzania","23/1/2020",0,0,0,0
"469","Thailand","23/1/2020",3,0,0,3
"470","Togo","23/1/2020",0,0,0,0
"471","Trinidad and Tobago","23/1/2020",0,0,0,0
"472","Tunisia","23/1/2020",0,0,0,0
"473","Turkey","23/1/2020",0,0,0,0
"474","Uganda","23/1/2020",0,0,0,0
"475","Ukraine","23/1/2020",0,0,0,0
"476","United Arab Emirates","23/1/2020",0,0,0,0
"477","United Kingdom","23/1/2020",0,0,0,0
"478","United Kingdom","23/1/2020",0,0,0,0
"479","United Kingdom","23/1/2020",0,0,0,0
"480","United Kingdom","23/1/2020",0,0,0,0
"481","United Kingdom","23/1/2020",0,0,0,0
"482","United Kingdom","23/1/2020",0,0,0,0
"483","United Kingdom","23/1/2020",0,0,0,0
"484","Uruguay","23/1/2020",0,0,0,0
"485","US","23/1/2020",1,0,0,1
"486","Uzbekistan","23/1/2020",0,0,0,0
"487","Venezuela","23/1/2020",0,0,0,0
"488","Vietnam","23/1/2020",2,0,0,2
"489","Zambia","23/1/2020",0,0,0,0
"490","Zimbabwe","23/1/2020",0,0,0,0
"491","Dominica","23/1/2020",0,0,0,0
"492","Grenada","23/1/2020",0,0,0,0
"493","Mozambique","23/1/2020",0,0,0,0
"494","Syria","23/1/2020",0,0,0,0
"495","Timor-Leste","23/1/2020",0,0,0,0
"496","Belize","23/1/2020",0,0,0,0
"497","Laos","23/1/2020",0,0,0,0
"498","Libya","23/1/2020",0,0,0,0
"499","West Bank and Gaza","23/1/2020",0,0,0,0
"500","Guinea-Bissau","23/1/2020",0,0,0,0
"501","Mali","23/1/2020",0,0,0,0
"502","Saint Kitts and Nevis","23/1/2020",0,0,0,0
"503","Canada","23/1/2020",0,0,0,0
"504","Canada","23/1/2020",0,0,0,0
"505","Kosovo","23/1/2020",0,0,0,0
"506","Burma","23/1/2020",0,0,0,0
"507","United Kingdom","23/1/2020",0,0,0,0
"508","United Kingdom","23/1/2020",0,0,0,0
"509","United Kingdom","23/1/2020",0,0,0,0
"510","Botswana","23/1/2020",0,0,0,0
"511","Burundi","23/1/2020",0,0,0,0
"512","Sierra Leone","23/1/2020",0,0,0,0
"513","Malawi","23/1/2020",0,0,0,0
"514","United Kingdom","23/1/2020",0,0,0,0
"515","France","23/1/2020",0,0,0,0
"516","South Sudan","23/1/2020",0,0,0,0
"517","Western Sahara","23/1/2020",0,0,0,0
"518","Sao Tome and Principe","23/1/2020",0,0,0,0
"519","Yemen","23/1/2020",0,0,0,0
"520","Comoros","23/1/2020",0,0,0,0
"521","Tajikistan","23/1/2020",0,0,0,0
"522","Lesotho","23/1/2020",0,0,0,0
"523","Afghanistan","24/1/2020",0,0,0,0
"524","Albania","24/1/2020",0,0,0,0
"525","Algeria","24/1/2020",0,0,0,0
"526","Andorra","24/1/2020",0,0,0,0
"527","Angola","24/1/2020",0,0,0,0
"528","Antigua and Barbuda","24/1/2020",0,0,0,0
"529","Argentina","24/1/2020",0,0,0,0
"530","Armenia","24/1/2020",0,0,0,0
"531","Australia","24/1/2020",0,0,0,0
"532","Australia","24/1/2020",0,0,0,0
"533","Australia","24/1/2020",0,0,0,0
"534","Australia","24/1/2020",0,0,0,0
"535","Australia","24/1/2020",0,0,0,0
"536","Australia","24/1/2020",0,0,0,0
"537","Australia","24/1/2020",0,0,0,0
"538","Australia","24/1/2020",0,0,0,0
"539","Austria","24/1/2020",0,0,0,0
"540","Azerbaijan","24/1/2020",0,0,0,0
"541","Bahamas","24/1/2020",0,0,0,0
"542","Bahrain","24/1/2020",0,0,0,0
"543","Bangladesh","24/1/2020",0,0,0,0
"544","Barbados","24/1/2020",0,0,0,0
"545","Belarus","24/1/2020",0,0,0,0
"546","Belgium","24/1/2020",0,0,0,0
"547","Benin","24/1/2020",0,0,0,0
"548","Bhutan","24/1/2020",0,0,0,0
"549","Bolivia","24/1/2020",0,0,0,0
"550","Bosnia and Herzegovina","24/1/2020",0,0,0,0
"551","Brazil","24/1/2020",0,0,0,0
"552","Brunei","24/1/2020",0,0,0,0
"553","Bulgaria","24/1/2020",0,0,0,0
"554","Burkina Faso","24/1/2020",0,0,0,0
"555","Cabo Verde","24/1/2020",0,0,0,0
"556","Cambodia","24/1/2020",0,0,0,0
"557","Cameroon","24/1/2020",0,0,0,0
"558","Canada","24/1/2020",0,0,0,0
"559","Canada","24/1/2020",0,0,0,0
"560","Canada","24/1/2020",0,0,0,0
"561","Canada","24/1/2020",0,0,0,0
"562","Canada","24/1/2020",0,0,0,0
"563","Canada","24/1/2020",0,0,0,0
"564","Canada","24/1/2020",0,0,0,0
"565","Canada","24/1/2020",0,0,0,0
"566","Canada","24/1/2020",0,0,0,0
"567","Canada","24/1/2020",0,0,0,0
"568","Central African Republic","24/1/2020",0,0,0,0
"569","Chad","24/1/2020",0,0,0,0
"570","Chile","24/1/2020",0,0,0,0
"571","China","24/1/2020",15,0,0,15
"572","China","24/1/2020",36,0,1,35
"573","China","24/1/2020",27,0,0,27
"574","China","24/1/2020",10,0,0,10
"575","China","24/1/2020",2,0,0,2
"576","China","24/1/2020",53,0,2,51
"577","China","24/1/2020",23,0,0,23
"578","China","24/1/2020",3,0,0,3
"579","China","24/1/2020",8,0,0,8
"580","China","24/1/2020",2,1,0,1
"581","China","24/1/2020",4,1,0,3
"582","China","24/1/2020",9,0,0,9
"583","China","24/1/2020",2,0,0,2
"584","China","24/1/2020",549,24,31,494
"585","China","24/1/2020",24,0,0,24
"586","China","24/1/2020",1,0,0,1
"587","China","24/1/2020",9,0,0,9
"588","China","24/1/2020",18,0,0,18
"589","China","24/1/2020",3,0,0,3
"590","China","24/1/2020",4,0,0,4
"591","China","24/1/2020",2,0,0,2
"592","China","24/1/2020",2,0,0,2
"593","China","24/1/2020",0,0,0,0
"594","China","24/1/2020",5,0,0,5
"595","China","24/1/2020",15,0,0,15
"596","China","24/1/2020",20,0,1,19
"597","China","24/1/2020",1,0,0,1
"598","China","24/1/2020",15,0,0,15
"599","China","24/1/2020",8,0,0,8
"600","China","24/1/2020",0,0,0,0
"601","China","24/1/2020",2,0,0,2
"602","China","24/1/2020",5,0,0,5
"603","China","24/1/2020",43,0,1,42
"604","Colombia","24/1/2020",0,0,0,0
"605","Congo (Brazzaville)","24/1/2020",0,0,0,0
"606","Congo (Kinshasa)","24/1/2020",0,0,0,0
"607","Costa Rica","24/1/2020",0,0,0,0
"608","Cote d'Ivoire","24/1/2020",0,0,0,0
"609","Croatia","24/1/2020",0,0,0,0
"610","Cuba","24/1/2020",0,0,0,0
